text,label
"Buka Wa BANJIR
Buka Fb BANJIR
Buka Twitter BANJIR
Buka Ig BANJIR
Buka HATI.. KAGA ADA YG MAU ANJIRRR",5.0
"Bgst wkwkw, harus udah punya klo besok besok banjir lagi https://t.co/fcUJtdIZl4",2.0
"mau bersyukur jkt banjir gede pas lg di luar kota, tp kasian abang gue di jkt nyari makan aja susah ya allah😭😭😭

semoga cepet surut😭😭🙏",4.0
@ghinays01 Gaada opsi laen wkwk. Mau balik ke rmh lagi juga udah kejebak banjir,2.0
@sipenakecil ngeluwaaak lo yaakk ngurusin banjir aja kge BcuZ mo ngurusin masa depan bangsa wkwkwland 💩,2.0
@LhyaLihe Wkwk lu sekarang pantes disebut lhya banjir,2.0
"@Uki23 jadi selama mnjabat ngapain aja maliih @aniesbaswedan tiap banjir harus brjibaku sama air sampah, blum lagi properti yang rusak. mikir ksana kaga si. gak usah make narasi basi lagi lah. KERJA!! GAJI SAMA TUNJANGAN LU ITU GEDE",4.0
"Ini semua banjir kayaknya, yg kering cuma dompet gue aja 😒",5.0
"Yg bisa bilang ambil hikmahnya banjir tu ga pernah ngerasain berangkat kerja busway banyak yg ga beroperasi, yg harusnya dr halte patra kuningan bs langsung ke bunsen jd harus naik arah puribeta dulu, transit tirtayasa, naik arah blok m, br ganti yg ke arah kota. Fakyu 🖕🏻",4.0
Banjir Mulu kapan kerja nya gua bgst,4.0
"Ga usah pada ngomporin mulu kenapa sih?! Ini kan dimana mana lagi banjir, penyebab utama banjir itu ya karena plastik. https://t.co/nL0Ajs7lTj",4.0
@sujuable Makin gede banjir makin asik.,2.0
@TheHutabarat @unilubis @idntimes Banjir dan macet akan mudah diatasi jika anis jadi presiden. No debat.!,4.0
"Para curut langsung bebusa nih ngomongin banjir..!!!
Nyarin aja lagi gua liatin..ntar juga gue colek pake ujung golok..!!!
#ReshufflePengalihanIsu 
#ReshufflePengalihanIsu https://t.co/wcn95dSbiE",4.0
Kan hatiku nangis jakarta banjir,5.0
Bersyukur punya ayah yg udh tau rumah ini sering banjir jd udh di design se nyaman mungkin buat ngadepin banjir. Me luv ayah bgt huhu❤,1.0
"@jokoanwar Justru hari minggu orang butuh istirahat,ini org malah pada sibuk kerja ngurusin banjir.... 🤣🤣🤣
BGST",4.0
@PenjahatGunung Otaknya pada hanyut terbawa banjir :(,5.0
@triwul82 korban banjir lagi... Innalillahi wa'innaillaihi rojiun,5.0
"Kenapa persiapan E Formula lebih serius ketimbang mengantisipasi banjir? Karena E Formula itu belum tentu 5 tahun sekali digelar di Jakarta, sedangkan banjir hampir setiap tahun selalu terjadi di Jakarta. Jadi sabar aja yaaa... Berkah... Berkah mbahmu...!!",4.0
"Sekarang dibilang banjir Krn air lokal. Dulu saat kampanye air seharusnya masuk ke tanah sesuai sunahtullah. Apa air dan sunahtullah   lagi ngambeg sehingga ngga teguran, lucu juga nih gubernur si lidah pahit! https://t.co/q0RjOPmMid https://t.co/CJBZmyZH9z",4.0
Tuh warga Jakarta bahagia main di genangan banjir! Bangke lu bilang seperti itu! https://t.co/CvOSTgqrBG,4.0
Ternyata banjir yg dibilang berkah kok malah bikin banyak susah ya! Jadi ngulm yg pernah bang seperti ini bener ngulama atau orang mabok? https://t.co/ZyFXVa4QA8,4.0
@tanbuffet Tadi otw kena banjir kak? Wkwk,2.0
"Bangke Emang Buzzer Rp Dan Gerombolannya, Yang Banjir Bukan Cuma Jakarta Tapi Yang Di Targetin Jakarta Dan Gubernurnya Doang!

Mau Sampai Kiamat Jakarta Bakal Banjir Kalau Tidak Ada Pembenahan Yang Sinergi Dari Pemerintah Pusat, Jakarta, Dan Jawa Barat.",4.0
"Td dini hari gua pulang jam 3 pagi,  karna hujan deres nunggu 3 jam lebih di dpn toko. Pas nyampe rumah langsung cuci muka, trs tidur yekan. Blm jg 30 menit udah air banjir masuk rumah. Blm tidur ampe sekarang lanjut nguli. Ya Allah gua simulasi jadi mahasiswa teknik apa gmn sih",5.0
"Ngantuk banget sialan, mana toko kalo banjir rame pisan.",4.0
@firmanyursak PalaLu .mikir pke pantat. Kemayora 3hr banjir,4.0
Banjir Berkah ndase. Hujannya yang berkah bukan banjirnya. https://t.co/XBbsuFA3cs,4.0
"Meeting hari ini di Kemang semua dateng telat karena akses ke Kemang cuma bisa lewat Pejaten🤣🤣🤣🤣🤣
LUARRRRRRRRRR BIASAAAAAA NYARI AKSES JALAN YANG GAK BANJIR SAMA BAPAK OJOL MUTER-MUTER🤣",2.0
@izwaah_ Wkwkw yg penting kaga banjir anjirr,2.0
salah satunya temen kantorku yang satu ini @RainhardTobing smngat ya hujan deras! jan smpe banjir menghalangi java jazz-an this wiken :') wkwk,2.0
stay safe buat temen - temen yang terkena banjir (lagi). tetep semangat walaupun ini berat pasti ! :(,5.0
Banjir dimana mana jadi gak bisa berangkat :(,5.0
"Dulu banjir 5 tahunan, skrg banjir bulanan, mingguan bahkan harian...wkwkwk prestasi seiman ya.",2.0
"@mamanyawonyoung wkwk fact checking dulu deh mb ttg JGC dan bgmn mereka ngalirin air mereka secara ilegal ke perumahan warga~

tiap area itu beda beda root cause kenapa bisa banjir. ada yg saluran air tersumbat, curah hujan tinggi bgt, bahkan karena dapet ""kiriman"". yang ketiga yang nyesek",2.0
"gue akan seneng hati nelepon meski makan pulsa buanyakk
laptop,kamera,paspor gue rusak krn banjir! https://t.co/nxX4xnLfcL",5.0
"di daerah kalian banjir gak? — Alhamdulillah, ga kena banjir 🤲 https://t.co/HGuw3UhtNx",2.0
@EkkyFerizqy @trisakti_ Belum lulus dr trisakti kalo belum ngerasain sidang ditunda / UAS ditunda karena banjir kwkw,2.0
Banjir yang makin meluas ini sebetulnya adalah output dari cara kerja yang gak punya prioritas. Hal yang penting diabaikan. Hal yang gak penting malah dibiayai jorjoran. Duit rakyat habis digunakan gak jelas.,4.0
@TMCPoldaMetro Hahahhahaha....lumayan hiburan dikala banjir...asli dikira mau menghimbau hati2 ada ular....hahhahahaha...terima kasih pak membuat kami ketawa dikala banjir...bravo pak polisi,2.0
"Masih banjir?
Katanya jakarta harus dibenahi, tapi kan dananya udah dialokasikan untuk pembangunan ibu kota baru,,
Eh tapi gatau deh kan gue gaikut nyusun rencana anggaran
Wkwkwk",2.0
"nonton tv isinya banjir
buka ig isinya banjir
buka twitter banjir juga
buka dompet isinya kering sekali",5.0
"Buka WA banjir, buka insetgram banjir, buka twoter banjir, buka dompet kering.

(Dari grup sebelah)",5.0
"Buka twitter isinya banjir, buka snapgram isinya banjir, buka dompet kok kering ?",5.0
"gagal berangkat ngantor, terjebak banjir di bbrp ruas jalan, celana dan sepatu basah https://t.co/DVoyAg3zIo",5.0
@habibthink Kerjanya kalo banjir. Kl ga banjir ya ga nhapa2in. Ya ampun ada pejabat oon gini,4.0
Ada yang tempat nya ga banjir dan bisa di tumpangin buat numpang mandi? Daerah jakarta timur hehehee,2.0
"orang orang kenapasi udah tau banyak testimoni di depan yang pada mogok, masih maksain lawan banjir njr",4.0
nonton tv liat yg banjir tiba2 malah mo nangisss,5.0
"Kerjamu dalam pananggulangan banjir mana dull..?

Melakukan evakuasi saat bencana itu keharusan
Pilkada habisin duit rakyat banyak,tp hasilnya dpt gabener macam ini? sungguh terlalu.!

Entah salah apa jakarta,kok punya pemimpin macam ini.

#AzabGabenerBodong 
#BanjirJakarta2020 https://t.co/Xj3UKknZjn",4.0
"Banjir nyalahin pemerintah, banjir nyalahin mall awokwok BANJIR ITU MUSIBAH WOI #banjir",2.0
"@sintapnd Aeokwok grgr rumah warga pd banjir, nyalahin aeon",2.0
"@fajarnugros Buka twitter genangan, buka FB genangan, buka WA genangan, buka pintu genangan...

Giliran buka hati, kenangan…. (doank)
😂😂
#banjir kenangan
#SelasaSambat",5.0
Ya Allah #banjir dimana2.. jakartaohjakarta..,5.0
"Alhamdulillah banjir nggak pernah di malang, bocor mah pernah pas di rumah malang.. tiap ujan ngepel kamar🤣 https://t.co/k9wqCUStru",2.0
"akhirnya mengisi kegabutan dengan nonton drakor -_- , untuk jakarta semoga hari ini gak hujan lagi yah kesian temen2 disana yang rumahnya rawan banjir :(",5.0
"selantai cuma masuk 10 orang sisanya pada kerja dirumah karna banjir , mobil pabrik gk bisa nembus kekantor alhasil produk gak ready jadi hari ini ngapain ya gue ngantor :(",5.0
"@Dianadjiemunaji @zoelfick Bacooot !!!
Warga udah musyawarah sama pihak pengembang tapi nggak ada hasil, sepanjang tahun tiap hujan pasti banjir

Negosiasi pake otak nggak didegar makanya mereka negosiasi pake otot biar bisa disorot kali emang ada yang nggak beres dalam pembangunan JGC",4.0
Semuanya bahas banjir. Dompet doang yang kering,5.0
@ninja_swimmer_ Jangan krn banjir trus kalian jadi Tolol. Ingat!! Semua aksi pengrusakan bisa di pidanakan.,4.0
"@mbakbaristamu Enakk keknya, ngopi pas banjir hahaa",2.0
"Terus klo lw ngejarah gitu bakalan kering tuh banjir !!

Asu kriminal mendirpng lw demo di balai kota sana ,, gak mikir apa pekerja2 yg pada ketakutan di dalam sana ..",4.0
Tikus2 yg berenang di banjir jangn pada hamil wkwkw,2.0
"@Afutami Kebiasaan kalo reply tp ga baca bener2 isi keseluruhan thread.

dan masalah banjir ini udh sering, mbok ya stop cari siapa yg bisa disalahkan :(",5.0
"@Gerbun_ wkokwokw berenang di banjir, pulang2 dimarahin emak;v",2.0
@elsyandria Alhamdulillah di sini aman dr banjir mba,2.0
Rumah gw cuma 15 menit dari sini. Turut sedih sama warga setempat yg mengalami banjir parah grgr developer macem begini. https://t.co/Aet06AQO5S,5.0
"selama hidup di jkt baru semalem w panik sama banjir, bgn jam 3 beberes barang trs pas subuh tambah gede ujannya bener aja masuk ke dapur kelelep sanyo w jd air mati untung aja lampu nyala, kalo engga taudah gmn, sampe rs nahan ngantuk untung pasien bersahabat, makasih yaAllah :)",2.0
@Twaluyoo1 Ga kena sih tapi kan jd mati lampu dari pagi karna sebagian rumah kena banjir :(,5.0
@IntanMaylani Maaciii sisss. Alhamdulillah daerah rmhku aman ga banjir:”),2.0
"semua banjir, pas ngeliat isi dompet eh kering.",5.0
"Kasian yg kena banjir 
-_-",5.0
"@ustadtengkuzul HahahahahahahahahahaHH  KADRUN  tersinggung,,,,, banjir ny berjilid jilid kaya demo waktu  ntu,, banjir surut, banjir surut, banjir surut, banjir surut, banjir  lagi",2.0
"@haikal_hassan HahahahahahahahahahaHH  ni dia KADRUN,,, banjir ny  kaya waktu  ntu yeh demo  berjilid jilid,,,,,, sama,, banjir surut, banjir surut, banjir surut, banjir surut, banjir surut, banjir...",2.0
"@Mivtazhr @anotherjede Gua lupa :( maklum daya ingat kaya dori wkwk.  Nah kalo memang banjir 5 tahunan itu terakhir 2015, berarti seharusnya sebelum masuk musim hujan 2020 sudah ada antisipasi, kaya misalnya pengecekan pintu air, pengerukan kali, pembersihan gorong2 dan lain2",2.0
"Lo gubernur apa penyiar berita pak @aniesbaswedan 

Setiap banjir muncul ngabarin, ngasih tips,. Bukannya sebelum banjir benerin kali, selokan mampet, menambah ruang hijau dan tambahin pasukan orange.

Kagak becus lu!!!

#banjirjakarta #AniesTenggelamkanDKI https://t.co/pWeL07wpPP",4.0
"@jokoanwar HAMPIR TIAP HARI GUA MAU BERANGKAT KERJA BINGUNG ..
Masih dibilang banjir hari libur iyeeee tulungin hamba ya Allah ...",5.0
"Aku bingung kenapa masih ada orang yg nekat membawa mobil padahal daerah yg dia lagi lewatin tergenang banjir.
Apa tidak takut mogok :(
Gua bawa motor aja mikir kalo mogok bijimana.
Elah melayang aja udh :(",3.0
"@rosearerosyy haii mba oc, semangat juga seminarnya sambil nimkatin banjir to wkwk",2.0
@elizatias Freeyork adalah panutan wkwkwkw skrg jd jrg banjir daaah,2.0
"@detikcom BUKAN KUNJUNGAN,,,,, TAPI KERJA ATASI BANJIR",4.0
"AKIBAT PEMIMPIN YG HANYA BISA BACOT DOANG DLM MUSIBAH BANJIR... 
-TIDAK BISA MENCARI NAFKAH
-BARANG"" RUSAK N RUMAH
-ANAK"" TIDAK SEKOLAH
-LAPAR 
-BERULANG"" KENA BANJIR
-MENYINGGUNG PERASAAN ATAS STATEMENNYA SLAMA BANJIR
- .......
-.........DST",4.0
Smg yg rumahnya terdampak banjir diberikan kesabaran yg luas.. Aamiin!,2.0
Dan ketika rmh mamah udh hampir beres dan normal lagi trus pagi ini dpt kabar kena banjir lagi tuh nyesek bener rasanya... ☹,5.0
banjir kentod,4.0
"@musniumar Sbgai bkn sosiolog , pendapat anda kok cukup buat sy ikut goblok, paling tdk mengurangi banjir dg program2 yg di jalankan oleh pendahulu, ini mlh dmn2 jd banjir. Ya ga slh sy bilang Gubernur ter GOBLOK. Punya anggaran buat apa ? F1 1,6T kejar profit 600M ? Emang GOBLOK",4.0
WKWKWKWKWKWKWKWK sekarang banjir hari selasa loh??????? masa iya setiap bulan 2 kali banjir jakarta? hdhhhhhh https://t.co/4AVDMoOGDu,2.0
"Banjir muncul kepiting dong....wkwkwk

Hi kepiting jangan masuk rumah ya nanti bisa ada dipenggorengan😅

#banjir https://t.co/JrVtSmRJgJ",2.0
negara lain pusing mikirin corona disini pusing mikirin banjir WKWKKWKW,2.0
"ngeluh gara gara banjir, tapi buang sampah masih di got!
dan situ nyalahin pemerintah? MIKIR",4.0
"@sipenakecil RUMAH LU GA KEBANJIRAN BANGSAT, URUSIN BANJIR JANGAN FORMULA FORMULA DI URUSIN TOLOL",4.0
"Alhamdulillah ujan udah berenti, semoga #banjir cepet surut.",2.0
@rifkiamnndn Kosan ku banjir:(,5.0
@FachriArdii @PT_Transjakarta Emang banjir td bonjer bre wkwkwk,2.0
"Buka WA, semua banjir
Buka IG, semua banjir
Buka FB, semua banjir
Buka dompet, malah kering

Yaa Begitulah Nasib 😫",5.0
@ChusnulCh__ Hahaha anies tiap Hari berdoa minta banjir Hari libur wkwkwkwkwk,2.0
"@rmol_id Ada lagi orang goblok komen dan dibelain republik merdeka, yg penting pro Anies...mungkin si Adhi Mawardi..memang buta..lu lihat danau Pluit, Rio, terus pasang sheet pile dan banyak lagi yang ngerjain siapa....terus Anies sudah ngerjain apa soal banjir...si Adhi bisa nyebut nggak",4.0
@dinsdina @ryuhasan Apa kabar pejuang banjir? Wkwkwk,2.0
"@arjuno_ireng01 Alhamdulillah pd keluar Dan bersuara lg, demen dah lihatnya gk pd di dlm tempurung terus, jd rame kan. Harus jd presiden dulu gubernurnya, biar gampang ngatasi banjir, itu Kata pepatah orang dulu  😁",2.0
"Buka IG banjir
Buka FB banjir
Buka TWITTER banjir
Buka WA jg bajir

Eee.. Giliran buka dompet kering!😥",5.0
@adibhsr7 Jgn pas banjir juga dib WKWK,2.0
TELAT ANJING DAH BANJIR https://t.co/5L4Jwt0DkY,4.0
@yogiharthantyo Bangsat wkwkwk baru denger gua ni ukuran banjir kaya gini,2.0
Alhamdulillah ya allah rumah gue ga kena banjir walopun akses ke jalan besar ga bisa krn banjir. Ga kebayang punya bayi trus banjir tuh rempongnya gmn 😭,2.0
Banjir bikin ribet anjir 😭😂,5.0
"budaya kita bukan valentine, budaya kita itu kalo banjir lgsg bilang ""terobos ajalah anjinc!!""

udah nyampe tengah2 motor tbtb ketam,
wassalamualaikum wr.wb.",4.0
"@innatjeu @DioAlexandro2 Wakakkakakaka.

Tapi Kedoya sih beneran banjir.

Cuma karena dia akun anonim, asal ngambil foto",2.0
"@TofaTofa_id Andai Pemimpin yg dipilih bukan berdasarkan Bacot tp Kinerja pasti bukan tidak mungkin jakarta dalam 2 bln banjir lebih dari 5x..
Berharap air masuk ke Tanah dan ngotot bikin Balapan. Otaknya Kemana???
#WajahBanjirJakarta",4.0
"Baik bener punya bos,hari ini suruh gausa masuk dlu karna banjir wkwk",2.0
@_AwayDay pancing trs mumpung lg banjir awkowko,2.0
"@SuaraAnies jangan bacot aje, istana presiden banjir tuh",4.0
"Mata gue sih ga pernah banjir bung, tapi hati gue yang kadang mau jebol tanggulnya. https://t.co/gVtOBCAl2n",5.0
"Nonton TV #banjir,buka wa banjir,buka twitter banjir,buka fb banjir,giliran buka dompet kering😥",5.0
@Daffa_cc @collegemenfess Yahh gatau ae kalo banjir udh kek danau rawamangun wkwkwk,2.0
"Lucu juga nih. Pas ngga banjir mallnya dinikmati, pas banjir didemo 😄 https://t.co/Vfwm1jbkXm",2.0
"Udah lama kan gak banjir""an wkwkwk https://t.co/bjWiA9cMw2",2.0
"@FerdinandHaean2 @detikcom Gw pikir bos loe yg di Xikeas kagak bisa jg ngatasin banjir. Di negara maju sana jg byk banjir, tp gak senyinyir banjir bacot loe.",4.0
Kalo lagi banjir gini jangan sampe maen aer lawan jenis. Bisa-bisa hamil kan berabe ntar kagak ketahuan siapa bapaknya.,2.0
"Di jakarta lg banjir, kepikiran sama rumah takutnya banjir lagi.. Kasian mamah gaada yg bantu beres2 kalo semisal banjir:""""(",5.0
"Kalau hidupmu hanya menyalahkan dan saling menyalahkan, jangan tinggal di Jakarta, pindah saja ke kota lain yang bebas banjir! Di era pak Ahok,  ketika banjir menyalahkan Ahok. Di  era Pak Anis, ketika banjir menyalahkan Anis, terus aja begitu. 

#JakartaBanjir 
Jakarta (B)anjir",4.0
"Padahal yang menyalahkan pun belum tentu buang sampah ke tong sampah. Sibuk korupsi di sana sini. Giliran Jakarta Banjir, sok menyalahkan pemerintah! 

#JakartaBanjir 
Jakarta (B)anjir",4.0
alhamdhulillah hari ini depok gak #banjir https://t.co/npmy35U8FU,2.0
"BUKA wa BANJIR
BUKA  tv BANJIR
BUKA ig BANJIR
BUKA dompet KERING
kan anjeng.
#BanjirJakarta #bacotansantuy",4.0
@raprapps Banjir wkwk,2.0
@gnelnuc Semoga jgn banjir deh. Amin. :),2.0
"Alhamdulilah kebagian banjir juga,, sejak revitalisasi saluran aer 2 thn lalu, https://t.co/wIXcw6V3n9",2.0
"@gnelnuc Amiiin, makasi yaa. Smoga rumah kokoh ga banjir. 😊",2.0
@rabikaliudahtua wkwk berenang di kolam banjir ya,2.0
"Gubernur soleh biji lo karatan!

Lo makan tuh banjir dimana-mana hari ini!! https://t.co/DIbgpmYxam",4.0
"Terbukti kalau Gubernur Ibukota gak bisa kerja! Banjir terus, terus banjir. Payaahh😥
#banjir 
#BanjirJakarta",4.0
"Alhamdulillah rumahku aman dr banjir, tp mo kemana mana banjir wk",2.0
"Innalillahi Jakarta banjir lagi,
Semoga nanti ada pemimpin Jakarta yg rendah hati, tak ujub takabur, merasa sudah berbuat  banyak—stiap kali banjir di Jakarta kenapa hanya doa Aa Gym yang teringat?! @FBR_official",5.0
"Alhamdulillaah,, sikon sudah mulai membaik.. Saluran air udh gak mampet n banjir pun sdh mulai surut 😊

Terimakasih mas B, yg udah ijin kerja utk bantu kerja bakti 💕",2.0
"@agussari Wkwkwk harusnya normalisasi Sungai, di otak ku malah kluarnya banjir.. 🤣",2.0
"Bodo amat #banjir everywhere , yg pntg salary udah cair wkwk 😂",2.0
@aniesbaswedan Berkah banjir pak....hahahaha...mundur aja anda telah gagal !!!!,2.0
"Kosan aku tuh udah tempat yg paling tinggi di antara rumah warga. Dan hari minggu kmrn pun kemasukan air.

Oh, man, aku pengen nangis ngebayangin rumah warga yg udah pasti kelelep. Dan itu di depan mata aku banget. Ibu depan kosan bilang, di rumahnya banjir selutut.",5.0
"@ustadtengkuzul Ya gak harus ganti gubernur lah,cukup berdoa saja semoga banjir cepat surut dan tdk banjir lg,dan nanti 2022 jngn dipilih lg gubernur yg model begini,bacot doang yg gede kerja nol besar,ya gak tadz @ustadtengkuzul",4.0
"Dimana mana banjir, tapi yang paling parah banjirnya disini nih.

Di pipi :(",5.0
"Ketika jkt ujan &amp; banjir dmn2, order ojol ga dapet2, transportasi umum jg ga ada. Bersyukur bgt msh di kasih sehat, masih bisa jalan kaki sampe ke kantor. Allahumma shoyyiban nafi'an, Ya Rabb .....",2.0
Apakah kamu tau rasanya keram perut disaat hamil yg terjadi saat kelelahan bantu beberes rumah yg terdampak banjir?,2.0
Pake DITANYA??????? HALO PAK !!!!!!! Masih diajak diskusi? BANTU WARGA YANG BANJIR SANA GUBERNURNYA https://t.co/Ik4XRXdo8i,4.0
"Nonton TV Banjir
Buka WA Banjir
Buka FB Banjir
Buka IG Banjir
.
.
.
Giliran buka dompet kering",5.0
besok besok keknya kudu bikin kereta amfibi biar bisa menembus banjir wkwkwkwk https://t.co/fufOomczj8,2.0
@sholz_ Katanya sih banjir sol tadi pagi wkwk,2.0
@RizkyNafi21 @Kecebon06563249 @Bamus_betawi mah pura2 bego klo ga pura2 bolot ga denger kita ngmngin dy di sini. Pdhl dy yg kmrn bilang banjir di jaman gubernur soleh pasti pas libur. Bacot lu bamus.,4.0
"@meipri @selphieusagi Wkwkwk 

Tukang Hoax yg bilang kemang ga Banjir taunya 2 Meter ? 

Atau HOAX yg Ini

https://t.co/DyE0xfs9c1

Itu 2 Pernyataan HOAX yg muncul dari perkataan Anies sendiri Lho...",2.0
"@ayshiteruw wkwkwk dugong jadi2an juga gamau d tempat banjir, ga level 🤣",2.0
"@Nurrupa_Aldania Galfok ,.pengen potong tuh kuku yg kedalamannya seperti banjir,..wkwkwk",2.0
"@tempodotco Pasangan tai ini...
Ngurus banjir aja memble... tai loe nis !!!",4.0
"@rmol_id Gubernur terbodoh...
Boro2 bisa ngatasi banjir... onta goblok !",4.0
"Untung kemaren ke Monas ga banjir, alhamdulillah",2.0
"Buka twitter isinye banjir
Buka WA isinye banjir
Buka Instagram isinye banjir juge.

Ga di sangka Giliran buka dompet ehh isinye kering 😌
Hahaha",2.0
@cacaarisanti Banjir ca kaga ada yg ngampus wkwkwk,2.0
@angelcry97 wkwk thankyou dzaaak. lu ga banjir?,2.0
"WOIIII....KADRUN2 SIALAN. GARA2 LOE SEMUA YG PD MILIH GUBERNUR PAKE JUALAN AYAT &amp; NGANCEM MAYAT. MULAI DR ORANG HIDUP SAMPE YG MATI PUN DI TAKUT TAKUTIN. 
SEKARANG GW YG KEPIKIRAN AJA ENGGAK MILIH WAN BACOT. KUDU NANGGUNG AKIBAT GARA2 LOE SEMUA, KADRUN ANJING ! BANJIR TERUS.",4.0
Awas yang ke #banjir an buatt kalian para wanitaa jangan ikut ikutan turun kebanjir nanti kalian bisa hamil,2.0
@petabencana di skitaran ku ngga ada yang banjir cuma hati ku aja yang lagi dibanjiri dengan rindu:(,5.0
@YogaAryoW @jawafess Iyaa mas Alhamdulillah ndak banjir lagi,2.0
@farvnn gak belom otw jakarta karena banjir wkwkwk,2.0
Timline gue stuck wkwkwk. Auk dah ampe kapan kek gini. Berasa balik ke tahun baru deh. Cuma dalam kondisi gue yg lbh strong menghadapi banjir+padam listrik ini.,2.0
"banjir aja lama2, kampus jd sepi ewkewk",2.0
Di Riau dulu sering libur sekolah karena asap. Jakarta ternyata juga ada tambahan liburan sekolah karena banjir . Wkwkwk,2.0
"Cewe-cewe jangan nerobos banjir ya, takutnya hamil",2.0
@petabencana Ga banjir mau ape yang diinput wkwk,2.0
"inilah saat yang tepat untuk menghamili anak orang tanpa perlu tanggung jawab, byurr *berenang di banjir*",2.0
"Mau ke kampus aja lewat cawang, biasanya stngh jam ini 2jam... banjir dimana mana :(",5.0
@yasminefitria Kelapa gading toh pantesaan banjir :( aman sih mine alhamdulillah,2.0
KALAU SUDAH BANJIR SEGINI PARAH NYA GAKBENER &amp; SELURUH TIM NYA DI TANGKAP🔫 DONG PAK !! DIADILI🎓JANGAN DI KASIH PEGANG UANG SERUPIAH PUN ! SEMUA APBD D.K.I  HARUS MASUK KE MENTERI KEUANGAN TUTUP JALUR UANG AGAR KERJA BENAR JANGAN DI BERI UANG SE RUPIAH PUN.UANG BIKIN MALES BU 🙏 https://t.co/au81LWLk1w,4.0
"@detikcom Hitungan bulan banjir besar jkt, tindakan y mana pak.... Goblok jgn di pelihara...",4.0
"@imyourbbyez Kalo banjir aman
Klo yg hamil di kolam renang 🤣🤣",2.0
"@riehyuk kantormu kebanjiran juga ? parah juga ya. Daerah bekasi yang kena banjir banyak :( Take care, sistaaa. Semoga cepet suruut yaaa",5.0
"Cakung banjir parah bgt sepinggang orang dewasa, gabisa lewat sma sekali, motor pada puter balik pulang kerumah wkwk, mobil gede aja gaberani lewat, btw ini bukan hari libur yaaa pak😂 #banjir https://t.co/H0JQ3Q54Xx",2.0
@izzzzaaaahhhh @aniesbaswedan ALHAMDULILLAH DI DESAKU GA BANJIR. KARNA DAERAH HUTAN PELOSOK DESA PEDALAMAN PEGUNUNGAN.,2.0
@izzzzaaaahhhh @aniesbaswedan ALHAMDULILLAH DI DESAKU GA BANJIR KARNA DI DAERAH HUTAN DESA PEGUNUNGAN. HEHEEEE,2.0
wkwk perasaan kawasan rumah gua dah yg banyak pantai nya tapi dirumah kaga ada banjir samsek. Alhamdulillah,2.0
Wkkwkwkkwk nasehat abis lewatin banjir dengan motor mio https://t.co/w5OceSRPnB,2.0
"Ada yg ga berani menerabas banjir.. Takut hamil... 😊😊
#JakartaBanjir
#4niesGabenerBodong
#4niesTenggelamkanDKI",2.0
"Banjir uda 3 hari..
Siapa kmren yg bilang cepat surut..??
Bacot aja..!!",4.0
"@adayoonginya Nda tauu, belom liat keluar masih goleran wkwk.. Tapi biasa nya ga banjir, aamiin",2.0
WKWKWK BANJIR BOS! GPP BOS DEMI FORMULA E BOS! TOH BANJIR DARI ALLAH TOH BOS! FORMULA ENTOT,2.0
"Banjir dihari libur karena gubernur soleh?????? Nih orang yang ngomong lagi berhalusinasi atau mabook?....Hai narasumber, kalau ngomong agak ilmiah kek dikit...malu ditonton jutaan rakyat!! Hadeuuuuuh!! https://t.co/fvauJU7Rfr",4.0
"Dulu seneng banget kalo banjir main banjir-banjiran, kalo sekarang auto gamau wkwk",2.0
"Tipe bapak2 bajingan. Kalo ngomong enteng bener ga disaring dulu. Pala otak kau banjir di hari libur. Berkat doa anies pula. Gilak kau ya!
https://t.co/EbV2SbmPam",4
"@petabencana wuh saya mah aman, karena udah tinggal di rumah pemerintahan #banjir",2
"banjir dikit anies, banjir dikit anies, coba yg bilang anies ga bisa jadi gubernur ente gantiin anies becus kgk? goblok emang klo punya bacot #AniesTenggelamkanDKI",4
@kumiz_ardi @djaycoholyc Wkwkwkwkwk kumis doang tebel otaknya nol. Masa banjir bisa milih hari.,2
"😅😅
Status Sosmed:
Buka TV Banjir..
Buka Twitter Banjir..
Buka FB banjir..
Buka WA banjir..
Buka Dompet Kering..🤤
😂😂😂🤣😔😆",5
@KatolikG Langsung dijawab banjir hari selasa cok!!,4
@RizmaWidiono Palelo hari libur ........dasar bego !!!! Banjir yaa banjir bego,4
Eh banjir bisa bikin hamil ga sih?,2
"@jibaeong AAMIIN SEMOGA DAPET YAA TIKET NONTON AB6IX NYA WKWK
iyaa banjir jalanan susah jalan",2
"wkwk niat laporan ke group kantor kalo ga bisa brangkat krn banjir, eh malah ditanya bisa akses email apa ga. duh pak aku dr dulu ga suka tuh naro email kantor di hp, krn ga mau bawa kerjaan kalo di luar kantor 😄",2
Bangga sama beatku bisa menerjang banjir hari ini 😂,2
Ga banjir sih tp air terjun wkwk jdnya diratain kan malah disuruh ngekost dpn rumah tuh gmn 🙂 https://t.co/BzYrDTctv2,2
"Serius nanya! Menurut kalian yg paling unggul untuk menjadi Gubernur selanjutnya di DKI Jakarta siapa? #banjir 

Anies                         Risma
Retweet                      Like https://t.co/RdbsjwRHUA",4
"@detikcom Mau air lokal ato interlokal tugas anda itu menyelesaikan masalah,bukan dengan kata2..
Dr awal tahun udah 5x jakarta banjir dan anda msh ngotot bikin balapan,koplak!!!
#WajahBanjirJakarta",4
