NO,LABEL,TEXT
377,5,"sekarang tiap ujan pasti banjir, udah gitu weekend lagi, heran gw tuuuh..."
378,5,Ujan lagi. Banjir lagi. #AniesTenggelamkanDKI
379,2,"Hal pertama pagi ini adalah cek trending, karna ujan dr semalem dan bener..trending #banjir
Stay safe everyone"
380,4,"Tengah malam ujannya awet deres smp skrg. Banjir lg ini mah. Kemarin siapa yg bilang kalo banjirnya hari libur? Begadang boleh jangan? 
#StaySafe 
#BanjirJakarta2020 https://t.co/s3Gr2tJsHr"
381,4,"Apakah kelak ""tidak terkena banjir (khususnya di tempat tinggal)"" menjadi sebuah keniscayaan di Provinsi ini serta Kabupaten/Kota sekitarnya?"
382,4,jl bangka menuju kemang ditutup banjirrrrrr #banjir
383,2,"#Banjir di JKT sekarang udh ga tinggi lagi,  tapi sering! 🤣"
384,5,Ya. Ini banjir yang ke-4 tahun ini.
385,2,@deboyobed banjir mana boy
386,4,@handokotjung Rumahmu aman? Ga banjir?
387,4,"Hadeuuuhhhhh jakarta banjir gila2 an ,,, formula E jalan terus"
388,4,@yunartowijaya @aniesbaswedan uhuyyy banjir maning
389,4,rekor baru utk banjir jkt https://t.co/wEX88vjYyX
390,4,barusan dr muara baru pelabuhan ikan gak banjir tuh padahal dsebelah laut?? https://t.co/OY15OeZPiY
391,2,@ariyoryo alhamdulillah smb numpang g banjir mas
392,2,@ariyoryo lu banjir g binus
393,4,"Masih bingung. Dari awal tahun banjir bertubi-tubi. Dari daerah yang nggak pernah banjir, tiba2 banjir.

Namun, nggak ada action plan sedikitpun dari gub Jkt. Malah pamer #WajahBaruJakarta yang cuma di Sudirman. Pake edit langit biru segala."
394,5,Turut prihatin daerah yg masih terkena #banjir #BanjirJakarta2020 semoga lekas surut ya gaes https://t.co/9wlnKfqIcR
395,4,"@ustadtengkuzul Rakyat menunggu di ungkapkanya semua otak² yg cerdas mengatasi BANJIR yg ada di Jakarta, bukan karena formula E yg ngawor &amp; terlihat sangat NGACO karena formula E itu lebih penting ketimbang mengatasi banjir yg ada di Jakarta
Mungkin org ini belom berenang
Woy"
396,2,@petabencana I got it #banjir
397,5,"Malam hujan tuh enak bikin tidur nyenyak, tapi klo ujan nya gede riskan banjir kayak kemarin.
Jam set.3 gue dibangunin dan air udah naik dong."
398,4,"Banjir - Kunjungan - poto2 - banjir - kunjungan - poto2 

Gitu aja terus sampe Sinchan lulus kuliah

#GubernurTerbodoh 
#gubernurgakbisakerja"
399,4,@lulugaz Wakakaka.. Ia tapi td pagi lewat mall cp jam 9nan udah gpp sih.. Cm di jktinfo trisakti banjir...
400,4,"Jakarta Banjir lg mlm yaaa duh, ini tanda apaan sih🤔🤔"
401,4,Jakarta banjir lagi. Enjoy sunday !@aniesbaswedan #BanjirJakarta2020
402,4,banjir banjir gini logika si ibu yg dr @kpai itu bakal kejadian gasih. kasian amat yg kena banjir perempuannya terindikasi bisa hamil
403,4,banjir mulu @aniesbaswedan
404,2,"Selamat Hari Minggu gaes.. jangan lupa BAHAGIA walau berjauhan dengan si DIA.. met #MingguRebahan 
Singer : @yazidev 
Figuran : @Cak_Didi @Novandri86R 
Camper : @ahmadlabieb 

#banjir #minggupagi moga cepet surut https://t.co/U6JAlwxyhS"
405,4,"@ferrykurnwn Rumah saya n sekitar nya ga pernah kena banjir,makasih ya atas perhatian nya.rumah perrikun gimana aman kah"
406,2,"Pada banjir lagi ya? Kmrn gue balik jam 11 dari Kayuputih ke Semanggi, hujan emang deras bgt sih. Stay safe and jaga kesehatan!"
407,5,@evriiiii Itu katanya hanyut kebawa banjir gitu. :(
408,4,@sgyt Lek ngerti dewe nek thamrin-sudirman sing kerep dibanggake bus edan ae banjir piye sing wis daerah rawan🙈😱
409,4,"@sgyt Nah....
Eug sih dirumah nyokap gak pernah banjir....
Semoga cepat surut deh 🙏🙏🙏 https://t.co/EP16z44yFi"
410,5,"Subuh"" sudah di suguhkan dengan kolam renang Jakarta banjir https://t.co/Luf5MoRNxN"
411,5,Jakarta banjir lagi di Hari Minggu
412,5,"Pengen tidur, tapi was - was sama banjir udah masuk kompleks 😭"
413,5,"Anak jakarta selatan, daerah kalian banjir gak ?"
414,2,"Makanan Rohani 1 Menit, dari lokasi bencana banjir bandang, Sangihe:
“Tetap andalkan Tuhan” https://t.co/3yOZWF0VX2"
415,2,"Banjir lg
Gara2 penasaran 
Aq beneran bs squirt  apa gak
Pas lihat qu bs squir
Genjotanya makin kenceng
Jd makin bajir dah aah
Klo ditrusin bs tambah luber tuh kasurnya🙊🙊 https://t.co/bJW3KeiO97"
416,5,Banjir banjir.
417,4,"Baca berita ini sampai tuntas, memang ternyata resepnya sederhana aja. Yang penting DIKERJAKAN dan terus-menerus. https://t.co/iKbT7tBAr3"
418,4,"Rapat Kerja Komite-3 DPDRI dgn Mentri Kesehatan RI, di suasana banjir &amp; macet di DKI Jakarta. @ Dewan Perwakilan Daerah Republik Indonesia - DPD RI https://t.co/q7h4z4lPv8"
419,2,Listening to the sound of raging waves while sipping my favourite tea in this loveling morning. #WeLoveJakarta @ Rumah Gue Banjir https://t.co/myhsPqQbdZ
420,4,"Ketika banjir besar zaman Nabi Nuh, nggak ada yg nyalahin dan mbuly Sang Nabi.
Tapi dizaman now, banjir di ibu kota negara habis²an mbuly gubernurnya."
421,4,"Lucu ya dengan orang2 yang suka menyalahkan orang lain atas kesalahan sendiri, jakarta banjir nge judge nya ke 1orang, bilang gak becus bla bla bla
hey dude, you have a mirror ?
Yuk ngaca bareng2 kita udh bener blm jaga lingkungan, buang sampah aja masih pada gak ditempat nya 😪"
422,4,"@olencieile @jr_kw19 @aniesbaswedan @ustadtengkuzul Setiap banjir tanda tangan 57 Milyar, makanya mau ustad, jawara dan gerombolanya bela mati😡😡😡"
423,4,"Mana TOA....TOA GUOBLOOOK
Banjir Kok TOA mau khotbah😡😡😡
Nies....Anies @aniesbaswedan kamu atau consultanmu yang pekok
@jr_kw19 
@BiLLRaY2019 
@Dennysiregar7 
@Namaku_Mei 
#AniesTenggelamkanDKI 
#AniesBaswedanJuaraBOHONG 
#AniesGabisakerja https://t.co/TIvHVWQLTs"
424,4,"@dimasblack94 @jr_kw19 @aniesbaswedan Anies.....anies program mu ga mutu 
Banjir vs TOA
#AniesTenggelamkanDKI"
425,4,"Banjir? Macet? Bodo teuiiing!!!
Nu penting mah aing nyapres 2024!"
426,5,"Dari pilihan kata2nya saja terlihat JAHAT, walau nampak sopan 😭😭😭.

Siapa yg gak ngizinin sih?

https://t.co/IUu10IeCep"
427,4,@ayyasarisha @adhitep Mau aku kirimin safety boots ga? Biar aman terkendali dari banjir
428,4,"Pemprov dalam hal ini bukan bapak anies aja kok. Banyak yang bertanggung jawab untuk banjir Jakarta. Tapi, sebaiknya dimulai dari jabatan tertinggi di Jakarta. Beri kebijakan dan penanganan. Kalau bicara intropeksi diri sendiri, masyarakat punya segudang masalah. Masa ditambahin?"
429,4,Udah berjuang nerjang banjir sampe muter muter cari jalan. Sampe kantor cuma ada mba admin yg ngekos sebelah kantor. Dan yg lain ga masuk. FAK!!!!!!!
430,5,Di Manggarai... dari jam 7 pagi. Nunggu 4 jam karna jalanan pd banjir. Dapet gojek ke tempat kerjanya jam 11 lewat. Padahal brngkt dr depok subuh. Jakarta keras cuy... 😂
431,4,"@SuaraAnies komen dong soal banjir HARI INI~

Diem2 bae 😴😴
@yusuf_dumdum"
432,,@petabencana #banjir
433,5,Yah allah banjir dimna mana 😭
434,4,"Perencanaan kota-kota mandiri biasanya berujung kearah segregasi di lingkungan sekitar, gak kaget akhirnya mereka yang teeimbas banjir akan menyalahkan kota-kota ini https://t.co/7z9RmJit9T"
435,4,Itu coba yg ngomong banjir cm di hari libur disuruh ngokop air banjirnya
436,4,"Waktunya berkembang biak, banjir di mana-mana, bisa renang kapanpun, di manapun"
437,4,"Gubernur aing ge gitu2 aja, padahal Bekasi banjir lagi hari ini 🌊"
438,5,"Buka tv banjir, buka whatsapp banjir, buka twitter banjir, buka dompet kering. Nasib 💔"
439,5,"""Eh kirimin story lo yang banjir dong, mau gue kirim ke Grup Kantor gue"""
440,4,"Anies gubernur soleh = banjir hari libur

Jika hari selasa banjir, maka? https://t.co/ZH3yNtzIsy"
441,2,pengen deh ngerasain banjir wkwk. ga deng boong~
442,4,"Beberapa bulan yang lalu joke soal banjir masih sangat tabu, until someone push the limit. And he made it. Batas toleransi bercanda soal banjir kian luas. Dan itu yang dibutuhkan Indonesia sekarang. Bercanda itu salah satu cara menyampaikan kritik. @pardedereza @pandji"
443,5,"Buka WA banjir
Buka Facebook, IG &amp; Tweeter banjir semua..
Buka dompet kering 😭"
444,1,"Saat yg lain sibuk sama banjir
Gw sibuk ngebucin..... https://t.co/UAoJutlF3S"
445,2,"#StaySafeJakarta dan sekitarnya. Coba absen, siapa yg kena imbas #banjir hari ini? https://t.co/hC4G76wwDO"
446,4,Apakah banjir jkt saat ini itu yg dimaksud naturalisasi???masy.miskin info apa yg dilakukan utk minimalisir banjir....sejak 2017 blm ada hasil yg terlihat nyata
447,4,"@TheArieAir Coba air banjir di jakarta sebening ini, saya yakin anis bisa jadi pesinden (,"")"
448,4,"Seperti yg saya duga, banjir ini dipelihara, upaya narasi seperti ini tetap bisa digaungkan, mereka msh ngerasa Jokowi bisa capres lagi 2024 https://t.co/3IikrpoF8q"
449,5,"Banjir, pd telat"
450,5,"@detiin Ngga zheyenk beneran, soalnya mau kedaerah gatsu juga tgl segitu. Btw banjir ga kantor?"
451,5,"“Banjir boss”
Be like: https://t.co/p6wAM9Gp5P"
452,4,Bencana banjir gini udah ga lucu lagi buat becandaan. Sumpah ini tuh ada yang salah!
453,4,@pervertauditor Ke kantor menerjang macet dan banjir cuma utk ambil laptop biar bs WFH 😂😂😂😂
454,4,"@VICE_ID Jakarta banjir hari libur, berenang hamil?"
455,4,"“selamat pagi” dan ""selamat malam” itu tergantung siapa yang mengucapkan.

#banjir"
456,5,"Kemarin sempet nyaranin temen2 buat beli rumah tapak aja karena beli apart sepertinya kurang menjanjikan utk investasi jangka panjang, apalagi tidak dihuni. Tapi kayanya sekarang apartmen jauh lebih worth jika jakarta terus2an banjir."
457,5,"Yang mau ke arah radio dalem, dari MT.haryono mending lanjut lurus aja via Gatsu lebih Aman, gak Ada genangan #banjir"
458,,"@alitthyas @CommuterLine Jalur 6 di Sta. Tenabang kerendam banjir, Mas, jadi cuma 1 jalur yg bisa dipakai. Semua rute Tenabang-Rangkasbitung terlambat."
459,,Pa'bro @aniesbaswedan semoga tidur anda nyenyak semalam. &amp; Kiranya hari ini blusukan ke titik berat banjir. Good luck little brain
460,,⚠ Buat teman dan rekan yang akan beraktifitas hari ini bisa cek lokasi-lokasi banjir disini agar bisa diantisipasi dan dihindari 📌 https://t.co/jSVNkZuQFA
461,,"hujan terus, baiklah. Banjir terus?"
462,,Amin semoga #banjir #BanjirDKIJakarta lekas surut ya 🙏🙏 https://t.co/W9ERLWkuUQ
463,,Yeahh banjir everywhere https://t.co/0mTqUX9UvR
464,,"@TMCPoldaMetro om, tol jor dan jakarta-tangerang banjir gak?"
465,,Daerah kalian banjir kah? Semoga segera surut ya.
466,,"Tumben2an nih kos nggak banjir, biasanya yg lain banjir sini juga gamau kalah"
467,,Efek banjir tuh mmg kemana2 ya.. jalur sultan krl aja sampe ketahan2 mulu.. hadehh #banjir @CurhatKRL
468,,"Manusia tertambeng hampir hampir tiap hari jadi trend topik loh...
Kasian sama yg kena banjir berkali kali.
#BanjirJakarta2020
#4niesTenggelamkanDKI"
469,,@sassysadless Eh beneran banjir loh
470,,"Nih otak buat mikir..

#banjir #Banjir2020 https://t.co/1Z0LUFxJbG"
471,,"TOA MANA TOAAAAA WOYYYYYY @aniesbaswedan 

setiap hujan, BANJIR terus

solusi mana?? Gak butuh rangkaian kata disinii"
472,,"2 jam lalu baru aja terabas banjir di Boulevard Gading, sedengkul, air sampe masuk kabin ± 1 cm, Alhamdulillah masih jalan dan gak ada yang aneh sama mesin mobil. Semoga besok ke bengkel gak kenapa-napa."
473,,1 Bulan 7 Kali Banjir Gokill
474,,""" DKI banjir lagi ya..kata abang-abang jawara, banjir itu berkah "" - @permadiaktivis https://t.co/toSeN70Q1b"
475,,"datang lagi musim hujan 
BANJIR. https://t.co/iJJctdVqFc"
476,,"Boro"" ngaceng, burungnya pd kedinginan,, di mana"" banjir🙏🙏🙏"
477,,@B__kam Adminya masih beresin kasur dari banjir
478,,"Paling jauh keliling eropa, abis budget 15jt... Sisanya nyari suaka 🤣🤣🤣 kidding... Sisanya dpt rejeki dibayarin.

Stelah kejadian banjir kmrn, jd mikir utk ga beli bnyk2 barang, krn ribet bgt nyelametinnya. Rmh pun kayanya ga mau yg lebar, maunya ditingkat aja. Dh. https://t.co/3Ts7FfBnSe"
479,,@ChusnulCh__ Ke bagian banjir semua kan 😁
480,,@AkuDiani Banjir gk tempat kamu??
481,,"@gloriamadona @BungRetweet 2014 Banjir Pulomas nih, anies udah dilantik kan ya, wkwkwk https://t.co/pWFKqiGq9e"
482,,Banjir di Jakarta dng Kolam Renang punya kesamaan = sama2 bs menyebabkan hamil🤣😂 #spermaganas
483,,"3 years ago ""Banjir terjadi karena pemimpinnya kafir dan jumawa"", coba skrg di balik
 ""Banjir bertubi-tubi di Jakarta tahun ini bagaikan jawaban Allah akan umatnya yg suka menistakan agama &amp; membohongi sesamanya pakai ayat2 suci untuk kepentingan meraih suara demi kekuasaan."""
484,,"@aniesbaswedan @DKIJakarta pak ada baiknya bapak foto macam action nyata untuk mitigasi banjir jakarta, apa kek, pompa baru sambil jumawa bakal bisa nyedot air berapa kubik tanpa rusak, foto bantaran sungai yg di naturalisasi kyk singapura."
485,,"@Fahrurozi8410 @S_FloraJKT48 @Viny_JKT48 nggak bang, banjir soalnyee"
486,,Galau banget nyuci mobil apa kaga tapi inget semalem abis nerjang banjir kemang dan kuningan arkkkk
487,,Tumben lho sudah 24 jam @aniesbaswedan gak ada ngetwit masalah banjir minggu dini hari?? https://t.co/t5l3CeaKfA
488,,"@kumparan Jangan sering2 ya bu
Lagi musim ujan banyak banjir banyak yg hamil nanti"
489,,"""Dari jaman kumpeni jakarta udah banjir, siapa suruh bangun di jakarta"", kata seorang pemuda yg sehari hari menanam kursi https://t.co/dDTpYbPX9L"
490,,"@detikcom @detikHealth Ambil positifnya, sekarang banjir semakin inklusif. Udah merata. Semua tempat bisa kebagian, ga ada yang ngiri lagi kan."
491,,Jakarta itu sejak dulu memang sudah banjir. Jadi harap maklum katanya
492,,😂🤣Orang Terkaya RI Sebut Banjir di Era Anies Lebih Cepat Surut https://t.co/57Frh6VY5N
493,,@bygabbyyyy Gak banjir rumah lu?
494,,"Semalam hujan. Beberap tempat banjir. Imbauan buat warga (khusus perempuan). Jangan terlalu banyak keluar rumah, apalagi di lokasi yg ada genangan banjir. Nanti bisa hamil. Sekian. #ApaIniDarkJokes (?)"
495,,@___denmasNg @Aininoer12 @aniesbaswedan @DKIJakarta Baru 2bulan aja nga tau udah brp x banjir
496,,Apakah Sesungguhnya Banjir itu Tentara Allah SWT yang diutus untuk 'menenggelamkan' Gabener hasil jual AyatNya?  Tanya Bang Somat sama Bang @aniesbaswedan
497,,"@aniesbaswedan @DKIJakarta Banjir, atasilah dengan Toa.
Bancot, atasilah dengan Gabener"
498,,"suatu ketika..
👳 Kamu hamil sama siapa,jawab jujur..!
👧 Maaf pak kemarin aku abis berenang lupa pake Daleman #sperma
#banjir 
#bacotsantuy"
499,,"#Jakarta #banjir Hati2 Buat Para Wanita Jangan Maen/lewat Daerah #banjir Bareng ams Laki2 ya,Ntar Kalo #hamil Repot Loh,,,
#BanjirJakarta #banjir #Jakarta  #janganlupapakecelana"
500,,"Mudah2an didenger Aduan Warganya buat Pak Gubernur #anies #JakartaBanjir lagi nih,Mudah2an Proyek #FormulaEJakarta ga Ke #banjir  ye,,, #mundurkotanyasedihwarganya #janganlupapakecelana"
501,,Loooh calon ibukoto barunya banjir. https://t.co/kVcqt2Z2ie
502,4,Rasuna Said ini drainasenya parah banget dah. Langganan tetap kalo hujan deres pasti banjir. https://t.co/fAEEgIii96
503,,Siapa ini yg belum matiin keran aer depan rumah? Jakarta banjir lagi kan jadinya
504,,@reregiii Ah sarinah banjir? Wow
505,,Abis petualangan membelah banjir jakarta bersama @desirs___ &amp; @amadealmira
506,,"Februari sudah mau selesai tapi curah hujan yang menyebabkan banjir masih tinggi ya. Nah, ini himbauan @pln_123 ketika banjir melanda.

Stay alert ya! https://t.co/KVhIdYMvHr"
507,,"@syafrinkar Maksud Jkw banjir duit dan banjir pendatang,kalau banjir air,jangan tanya,luubeeer..!"
508,,"Atau klo hujan bisa kayak gini nih...
Ngeri kan klo ada lubang trus gak keliatan krn banjir. Iyes pdhal serame ini jalannya.
#JalanPerancisTangerangRusak
@PemKabTangerang
@Kota_Tangerang
@AriefWismansyah
@OmbudsmanRI137
@kataTANGERANG
@KemenPU https://t.co/2x0YE4W9ne"
509,,@blank_ignite Sing banjir rejekina cspap
510,,"@AkuDiani Hujan hati"" banjir lagi"
511,,"Baru tahun ini banjir, selama tinggal ga pernah tuh aer masuk ke dalem rumah 
#banjir https://t.co/VxkSlklG3c"
512,,Seumur2 selain hari raya cuti bersama tol JoRR kosong melompong kayak gini (Bekasi Cikampek Banjir) https://t.co/Bay31oWI9K
513,,23-02-2020 Pukul 02.00 Wib #banjir https://t.co/lkaGaySqhx
514,,"Banjir terpancen oye dari 20 tahun ku di Jakarta :)))

Mana posisi ku sm adek lagi nginep dirumah temen, jadi dirumah cuma ada bapak sama ibu huehee sungguh anak yang berbakti 😬 #BanjirJakarta https://t.co/v3UuKjrrye"
515,,"Banjir!!!! seumur hidup tgl di sini baru kali ini banjir, good job pak anies!👊🏼 https://t.co/y5oyKCMNEs"
516,,#banjir sudah berangsur surut. https://t.co/x1O2kGZTgO
517,,"Astagfirullah Pagi2 udh kejebak banjir aja,  gimana mau ke kantor nih gw kalau jalanan seperti ini!!  
#Banjir https://t.co/D428dMmRUz"
518,,Baru kali ini dalam rentang waktu 2 bulan kena banjir duakali. Pertama 1 januari 2020 kedua hari ini 25 februari 2020 padahal tahun-tahun kebelakang ga pernah kena banjir #WajahBaruJakarta @layananjakarta @info_Jakarta @JakartaToday @jakarta https://t.co/ptQiODleYg
519,,"Ketika #banjir ada aja yang se-enaknya parkir,buka pintu pas bangun,tau2 udh ngejogrok aka entah mobil siapa,padahal tiap pagi buat jualan,sampe yg mau beli pada miring2 cari tempat buat nunggu #wismatajur #ciledug #setnegciledug #tajurciledug https://t.co/9wZTjOpAEf"
520,,"Presiden Jokowi Benar, Kalo Calon Ibu Kota yg baru Tidak Banjir.
Knapa demikian...?
👉 Krn Pada saat Presiden Melihat Lokasi, Memang Tidak Banjir.
👉 Para pengikutnya He'eh aja Tuannya ngomong spt itu. Tdk dikaji lebih dlm.

Kenyataannya..?
Banjir DOEL..!

https://t.co/ttSWlGe5fO"
521,,Banjir parah kokas😭😭
522,,"@petabencana #banjir baniir kedua kalinya tepatnya Gang Karya 3 menteng atas, setiabudi jaksel dan banjir kali ini paling parah hampir mau selutut😩😭"
523,,"Cipuy udah siap diangkut pas banjir semalem.. 😹
Cr.📸 : Pak Satpam https://t.co/ih82BxVy8G"
524,,"Cukup mantau dari WA, facebook, semua status banjir.

Semoga nnt malam jalanan yg saya lewatin gk banjir (Masalah berat aja bisa saya lewatin masa banjir gk… https://t.co/cRwutSUZPv"
525,,Kaum rebahan 🙂 #banjir https://t.co/lSQiSerlS2
526,,"This my school how about your school ?

#banjir 
#Banjir2020 https://t.co/8UtZmFogez"
527,,Banjir gauiz! https://t.co/dsEx5egHCm
528,,"Untuk ciwi2 jgn keluar rumah dulu yaaa sebelum banjir surut, takut hamil.

#apasihAJG"
529,,Bakalan banjir lagi Jakarta besok nih! #jakartabanjir
530,,@petabencana #banjir
531,,"Semoga besok banjir udah surut yaaa
Biar cepat kelar"
532,,"Mohon ijin mas @solehsolihun 
#yangpentingsoleh #soleh

""Kita harus bersyukur banjir besar di hari libur lho. Ini kalau bukan An*es gubernur SOLEH doanya ini (banjir) terjadi Senin, Selasa, Rabu,"" https://t.co/Mz8sVBo1oZ"
533,,"Aeon Mall Jakarta Garden City 
Di demo warga sekitar yang terdampak banjir hari ini,
Stay safe temen2 yg lg mengais rezeky dsana 😭😭😭 https://t.co/z0PxSLWIHq"
534,,"Jadi mreka warga luar cluster terdampak banjir yg komplain krn mreka kebanjiran, tapi daerah Cluster Aeon MallJGC TIDAK kena sam-sek 😟😟😟🙃🙃 https://t.co/VaxmupA0jp"
535,,"@idrisbue @retno_setyowat @ErindaSofi @KelianBanjar_GK @KeceCebong226 @sjahtie @JKDaulay @nadreaselta @ernithea74 @SakinahMudhiiah @Midjan_La @Namaku_Mei Ini seharusnya sdh warning terakhir bg pemerintah Jakarya. Pls, jgn sampai terulang lagi seperti begini. Manajemen antisipasi bencana di kota besar kok kaya pasrah aja. Auto pilot style. Nggak ada usaha yg signifikan sejak banjir thn baru."
536,,"@kompascom Bukan soal banjir kanal, hanya air kolam renang instan yg antri masuk ke tanah. Gitu aja kok, prioritas solusi yg masih kalah urutan sama politis aja kok."
537,,"Yang penting formula E ttp terlaksana.
Banjir?
Ntar aja, kalo inget.."
538,,Kapos gue pun yang tinggal dibekasi kena banjir. Dan brief pagi Beliau begini @hrdbacot https://t.co/hFXV2VrUty
539,,banjir banjir
540,,Allah Maha Baik untuk hambanya yg gak hapal rute jkt. Disuruh pulang aja. Banjir. #PrayForJakarta https://t.co/6Z2kZQDfZl
541,,"Banjir yak? bisa kepake lagi cuti force majeure nya deh..

Terimakasih pak Anies huehue"
542,,Legok permai banjir tidak ya?
543,,Yang penting banjir dulu https://t.co/zZjZxl4pKw
544,,TERPANTAU HUJAN TAPI TIDAK BANJIR TAPI KAMAR BOCOR.
545,,"#banjir sepaha orang dewasa, di Pondok Jaya III-Pela Mampang... dan masih ujan juga #WajahBanjirJakarta #WajahBaruJakarta https://t.co/b2wdH3LVHF"
546,,"@piokharisma Greenlake juga sama mas. Gak banjir si kompleknya, tapi akses menuju kompleknya😅
Kemarin anak kontrakan lama ada yg sempet gabisa pulang. Udah paling bener tinggal di kebon nanas"
547,,"Nga lama nge twet wajah baru Jakarta,  langsung dikirim musibah,  sebaiknya jangan pamer  keberhasilan padahal kegagalan.
Coba inget inget sdh berapa kali nyombong, langsung dibayar kontan banjir 😯 sepertinya alam juga sebel. https://t.co/zaOGO4tMan"
548,,"Iya juga 😀😀 maaf bro,  nti klo banjir lagi hari kerja,  yg hari minggu kan masa promo. https://t.co/AQB7SPMzqF"
549,,"@Sendy_a Tadi pagi telepon ortu di rumah, di dalam rumahku udah banjir sepaha, di jalanan kemungkinan udah sampai pinggang.. daerah Boulevard sama Pasar family bisa jadi lebih parah lagi."
550,,@agusmujiantoo @Rifka23061 @kompascom Siapa pula yg bilang itu solusi... Cuma mo kasih tahu sejak ratusan tahun lalu Jakarta itu udah langganan banjir.  Siapapun gubernurnya gk bakalan bisa atasi.  Termasuk yg janji atasi kalau jd presiden aja nyerah. Pilih pindah ibukota.  🤣
551,,"Pulang jangan lewat sini, banjir tau
#JalanPerancisTangerangRusak"
552,,Asrama banjir mantap sekali
553,,"Belom yg dari kali aja naik ini 🤪
#banjir #BanjirJakarta https://t.co/cZcep3Lmww"
554,,"Banjir? Jogetin aja...🤣🤣🤣
.
.
.
#tiktok #tiktokindonesia #banjir #banjirjakarta #pesonaindonesia #enjoylife #dance #joget #viral #indonesia #ambyar #videolucu @ Buncit Rolas https://t.co/7dCrIcEGL7"
555,,"Indonesia gampang bgt klo mau buat Parasite versi kita. Shoot di Tambora,Koja, sama shoot di kompleks perumahan elite Pondok Indah, Menteng, PIK, Kemang, atau apartemen2 mewah
Kejadian warga korban banjir ngamuk di Aeon udh jd slh satu potret nyata"
556,,Saldo kek yg banjir jangan jakarta mulu
557,,Sama bgt😭 banjir ngga bocor iya https://t.co/xrwxK99OgJ
558,,@petabencana #banjir
559,,Perihal banjir kita mau nyalahin siapa lagi? Presiden? Gubernur? Pemerintah? Atau intropeksi diri :((
560,,"Diluar negeri virus corona, di Indonesia banjir..  Ya allah semoga kami selalu berada dalam lindunganmu Aaminn 😭"
561,,Penangkal cuaca hujan lebat.. #banjir 😁 https://t.co/WwbblGRivg
562,,"#AzabGabenerBodong

BANJIR DI HARI LIBUR https://t.co/7frS7g0k7k"
563,,Ey mau ke kuningan aja muter kiri banjir muter kanan banjir hedeh
564,,"@giegoooy @miagaswara Makasih pak anies, jadinya saya bisa work from home terus tiap ujan deres dan banjir"
565,,@petabencana Di kemang utara ix #banjir https://t.co/SGbXWpXRtu
566,,"depan kemchik , tendean, mampang, pasar buncit banjir 😱😱"
567,,"Banjir belum surut,  udah raining again.. Stay safe everyone ~"
568,,Banjir anjing
569,,"@JoshuaRicado_ jangan di update banjir
itu cuma #airnyangantri"
570,,Banjir jakarta. Sekolah keponakan gue diliburin dong 😂 #banjir
571,,Kalau banjir motornya lewat tol aja biar cpet nyampe kantor..
572,,Ngapunten sak meniko sampen dinten selasa dan banjir tesih parah. Pripun @bamusbetawi ? Mbok nak nggawe statement sik pas ro kahanan. https://t.co/2MSvLYiQoz
573,,"Next time pilih pemimpin Pisces sekali2 deh
Gemini udah, taurus udah 
Masih aja banjir *halu nunggu hujan"
574,,"Titik2 banjir makin banyak yg baru. Perumahan yg tdnya ga banjir skrg banjir
Makin bingung buat org2 yg mau beli rumah di Jakarta dan sekitarnya
Udh paling enak tinggal di Bandung emang"
575,,"Dl pas kecil pertama kli ke Jakarta, gw sk heran kok berani ya org2 ini punya rumah tingkat 2 bahkan 3. Ga takut sm gempa? Maklum, d Bengkulu seeing bgt gempa
Oh ternyata, disini mereka adanya banjir"
576,,"Wajah baru Jakarta? Apaan, ini mah flashback ke masa lalu Jakarta kalo dimana mana banjir mah wkwkw"
577,,"6 tahun berangkat dan pulang kerja gak pernah ngelewatin banjir tinggi tapi hari ini mesti terjang banjir hampir sepaha! This really gets on my nerve! Anies ini gak pengen mundur apa? Seriously, if you still defend him at this state you really have to get your head checked! 😡"
578,,"Kalo posisi begini dengan keadaan jkt banjir, kalo ada yg hamil salah siapa dong? https://t.co/RqVsltSKE1"
579,,Ujan terus dari semalem huahaha.. Banjir lagi kah? #Banjir2020
580,,"Maaf Bos, bukannya gak mau menerjang banjir. Cuma belum siap menafkahi anak² aja kalau ikut nyebur banjir dengan lawan jenis."
581,,Jaga kesehatan dan selalu sabar yg namanya sama #BanjirJakarta2020 #banjir
582,,"@DjanChoek @ApriliaLin Banjir terjadi hanya pada hari libur. 
Hari ini banjir, belum ada pergub banjir=cuti bersama?"
583,,"Gak cuti bersama, min?  Banjir kan biasanya hari libur? https://t.co/7XEzEM67YK"
584,,@KatolikG @sopian333351 Dapet berkat bilang banjir berkah
585,,"Om kan kasih kerja itu seperti admin sosmed, liat banjir trus upload haha https://t.co/IDXbTWuL3T"
586,,"Ini kondisi #banjir depan rumah, di jalan raya pasar minggu jam 5.30 pagi https://t.co/teugp8QvOd"
587,,Banjir trs meeting dipostpone. Yuk selimutan yuk
588,,#banjir 😁😁 https://t.co/clPRmGRHuF
589,,"Hari ini banjir, hari ini hari kerja. Hikmah apa yang mau diambil kalo banjirnya di hari kerja ? Mau sampe kapan banjir dipandang dari satu sudut pandang. Tolonglah. https://t.co/1aAQbPlmAE"
590,,Banjir menyerang sklh gw...🏊#banjir #BanjirJakarta2020 https://t.co/pVbuSugpk3
591,,"Demi pendidikan banjirpun sa tempuh.
#banjir https://t.co/aMREQrPK3G"
